data_year,utility_number,utility_name,state,county_eia,county_fips,census_county_name,match_status,metric_label,transform_version,grain_note
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Chickasaw,19037,Chickasaw County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Clayton,19043,Clayton County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Delaware,19055,Delaware County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Dubuque,19061,Dubuque County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Fayette,19065,Fayette County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,329,"Allamakee-Clayton El Coop, Inc",IA,Winneshiek,19191,Winneshiek County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,366,City of Allendale- (IL),IL,Wabash,17185,Wabash County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,367,City of Alliance- (NE),NE,Box Butte,31013,Box Butte County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,367,City of Alliance- (NE),NE,Morrill,31123,Morrill County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,385,City of Alma - (KS),KS,Wabaunsee,20197,Wabaunsee County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,392,Alpena Power Co,MI,Alcona,26001,Alcona County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,392,Alpena Power Co,MI,Alpena,26007,Alpena County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,392,Alpena Power Co,MI,Montmorency,26119,Montmorency County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,392,Alpena Power Co,MI,Presque Isle,26141,Presque Isle County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,405,City of Alta - (IA),IA,Buena Vista,19021,Buena Vista County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,406,City of Altamont - (IL),IL,Effingham,17049,Effingham County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,407,Altamaha Electric Member Corp,GA,Emanuel,13107,Emanuel County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,407,Altamaha Electric Member Corp,GA,Johnson,13167,Johnson County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,407,Altamaha Electric Member Corp,GA,Laurens,13175,Laurens County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,407,Altamaha Electric Member Corp,GA,Montgomery,13209,Montgomery County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,407,Altamaha Electric Member Corp,GA,Tattnall,13267,Tattnall County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,407,Altamaha Electric Member Corp,GA,Toombs,13279,Toombs County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,407,Altamaha Electric Member Corp,GA,Treutlen,13283,Treutlen County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,408,City of Altamont - (KS),KS,Labette,20099,Labette County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,416,City of Altus - (OK),OK,Jackson,40065,Jackson County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,432,City of Alta Vista- (IA),IA,Chickasaw,19037,Chickasaw County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
2024,471,Amana Society Service Co,IA,Iowa,19095,Iowa County,matched,utility_service_territory_coverage,eia_861_coverage_v0,annual_eia861_service_territory_not_monthly
