filing_uuid,filing_year,filing_period,filing_type,filing_type_display,dt_posted,event_month,state,county_fips,client_id,client_name,client_description,registrant_id,registrant_name,income,expenses,issue_codes,n_activities,keyword_hits,matched_seed,source_url,filter_version
84e47d61-8ab6-4d74-8ba3-f9d55e358ab7,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-20T16:55:36-04:00,2023-10,DC,,198950,DUKE ENERGY BUSINESS SERVICES LLC,electric utility company,401103475,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",50000.00,,BUD|ENG|HOM|TAX|TRA,5,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/84e47d61-8ab6-4d74-8ba3-f9d55e358ab7/print/,lda_rules_v0
c5d64fab-98ae-407c-9c09-5b36fc750396,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-20T17:40:05-04:00,2023-10,NY,,206638,GLOBALFOUNDRIES U.S. INC.,,401105733,GLOBALFOUNDRIES U.S. INC.,,300000.00,BUD|DEF|MAN|TAX|TRD,5,semiconductor|chipmaker,GlobalFoundries,https://lda.gov/filings/public/filing/c5d64fab-98ae-407c-9c09-5b36fc750396/print/,lda_rules_v0
a8a945e8-838a-454f-9c50-1b608358cbc9,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-20T17:51:56-04:00,2023-10,TX,,178695,"ADVANCED MICRO DEVICES, INC.",,294030,"ADVANCED MICRO DEVICES, INC.",,980000.00,SCI|TAX|TRD,3,artificial_intelligence|semiconductor,Advanced Micro Devices,https://lda.gov/filings/public/filing/a8a945e8-838a-454f-9c50-1b608358cbc9/print/,lda_rules_v0
99e84aa2-2a05-425e-a9e4-bb61174299da,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-20T21:13:12-04:00,2023-10,MN,,53986,TRUSTED SEMICONDUCTOR SOLUTIONS,Design and manufacturing of microelectronics,10800,"INNOVATIVE FEDERAL STRATEGIES, LLC",30000.00,,BUD|DEF,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/99e84aa2-2a05-425e-a9e4-bb61174299da/print/,lda_rules_v0
005a6c86-a73c-4b92-9b5a-1d4591ea4960,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-23T11:28:05-04:00,2023-10,VA,,54583,"AQUIA GROUP ON BEHALF OF ANTHROPIC, PBC",Government affairs and consulting firm on behalf of AI Safety and Research Firm,401105158,TOWER 19,20000.00,,SCI,1,artificial_intelligence|anthropic|ai_word,Anthropic,https://lda.gov/filings/public/filing/005a6c86-a73c-4b92-9b5a-1d4591ea4960/print/,lda_rules_v0
c3786cac-d1f2-43a7-a2c1-b9bf46712532,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-23T11:34:09-04:00,2023-10,GA,,203314,"SOUTHERN COMPANY SERVICES, INC",Energy Company,401105158,TOWER 19,20000.00,,ENG,1,electric_utility|power_utility,Southern Company,https://lda.gov/filings/public/filing/c3786cac-d1f2-43a7-a2c1-b9bf46712532/print/,lda_rules_v0
908b0e71-9b52-4ebc-9d20-7b39a0ab106c,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-23T11:35:09-04:00,2023-10,DC,,203313,EDISON ELECTRIC INSTITUTE,Trade Association,401105158,TOWER 19,30000.00,,BUD|ENG,2,electric_utility|power_utility,Edison Electric,https://lda.gov/filings/public/filing/908b0e71-9b52-4ebc-9d20-7b39a0ab106c/print/,lda_rules_v0
d23410c3-d186-4215-bd77-e13d206a211e,2023,third_quarter,Q3,3rd Quarter - Report,2023-10-23T15:02:30-04:00,2023-10,DC,,143063,SEMICONDUCTOR INDUSTRY ASSOCIATION,,34821,SEMICONDUCTOR INDUSTRY ASSOCIATION,,360000.00,BUD|DEF|ENV|IMM|LBR|SCI|TAX|TEC|TRD,9,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/d23410c3-d186-4215-bd77-e13d206a211e/print/,lda_rules_v0
2343a623-780b-4992-881e-39c5683543f0,2023,fourth_quarter,RR,Registration,2023-11-16T15:02:01-05:00,2023-11,CA,,57805,"OPENAI OPCO, LLC",Build and deploy safe artificial general intelligence (AGI) to ensure it benefits everyone,401107987,"OPENAI OPCO, LLC",,,CPI|CPT|SCI,3,artificial_intelligence|agi|openai,OpenAI,https://lda.gov/filings/public/filing/2343a623-780b-4992-881e-39c5683543f0/print/,lda_rules_v0
e9b02f8e-f83b-41cf-b505-5238fb79d277,2023,fourth_quarter,RR,Registration,2023-11-16T15:28:00-05:00,2023-11,CA,,57807,"OPENAI OPCO, LLC",Build and deploy safe artificial general intelligence (AGI) to ensure it benefits everyone,76855,DLA PIPER LLP (US),,,CPI,1,artificial_intelligence|agi|openai,OpenAI,https://lda.gov/filings/public/filing/e9b02f8e-f83b-41cf-b505-5238fb79d277/print/,lda_rules_v0
cef0b870-39f1-4fd6-a3b4-48df2fbea326,2023,third_quarter,3A,3rd Quarter - Amendment,2023-11-22T09:25:23-05:00,2023-11,DC,,198950,DUKE ENERGY BUSINESS SERVICES LLC,electric utility company,401103475,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",50000.00,,BUD|ENG|HOM|TAX|TRA,5,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/cef0b870-39f1-4fd6-a3b4-48df2fbea326/print/,lda_rules_v0
83c270cf-6d96-46be-ad52-5083cd460fc4,2023,first_quarter,1A,1st Quarter - Amendment,2023-12-05T20:04:03-05:00,2023-12,CA,,212897,ALAN TURING NEUROMORPHIC SEMICONDUCTOR CORPORATION,Semiconductor company,400487397,LOBBYIT.COM,10000.00,,SCI|TRD,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/83c270cf-6d96-46be-ad52-5083cd460fc4/print/,lda_rules_v0
0d0af914-d713-49f5-8c57-c3a57cd74f33,2023,second_quarter,2@,2nd Quarter - Termination Amendment,2023-12-06T10:25:36-05:00,2023-12,CA,,212897,ALAN TURING NEUROMORPHIC SEMICONDUCTOR CORPORATION,Semiconductor company,400487397,LOBBYIT.COM,10000.00,,SCI|TRD,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/0d0af914-d713-49f5-8c57-c3a57cd74f33/print/,lda_rules_v0
08ac6b59-7311-48c9-9663-396fac14423e,2023,fourth_quarter,RR,Registration,2023-12-22T14:04:00-05:00,2023-12,CA,,58080,"OPENAI OPCO, LLC",Artificial intelligence research and deployment.,682,AKIN GUMP STRAUSS HAUER & FELD,,,CPI|CSP|SCI,3,artificial_intelligence|openai,OpenAI,https://lda.gov/filings/public/filing/08ac6b59-7311-48c9-9663-396fac14423e/print/,lda_rules_v0
d32bdc97-9b38-4280-85e4-5e246aa8cef6,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-09T12:56:26-05:00,2024-01,DC,,56001,CLARK STREET ASSOCIATES ON BEHALF OF LATTICE SEMICONDUCTOR,Consulting Firm,18466,HOLLAND & KNIGHT LLP,30000.00,,BUD|SCI,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/d32bdc97-9b38-4280-85e4-5e246aa8cef6/print/,lda_rules_v0
be4faf1d-8be4-45f0-943f-8ecb9b5a02c6,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-11T10:59:55-05:00,2024-01,FL,,171556,NEXTERA ENERGY INC,electric utility and energy project developer,82135,OWEN EVANS INGOLS,40000.00,,UTI,1,electric_utility|power_utility,NextEra Energy,https://lda.gov/filings/public/filing/be4faf1d-8be4-45f0-943f-8ecb9b5a02c6/print/,lda_rules_v0
2f30bf58-5f61-48bc-b1de-3b147a718ca6,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-12T12:17:52-05:00,2024-01,DC,,124649,SEMICONDUCTOR INDUSTRY ASSOCIATION,Trade Association for the Semiconductors Industry,18422,HOGAN LOVELLS CADWALADER US LLP (FKA HOGAN LOVELLS US LLP),10000.00,,TRD,1,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/2f30bf58-5f61-48bc-b1de-3b147a718ca6/print/,lda_rules_v0
a1438aea-a15e-4da3-a9a8-c37d61bc3fe3,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-14T13:50:24-05:00,2024-01,CA,,53580,NVIDIA CORPORATION,"Computer technology, semiconductor design, telecommunications, and artificial intelligence",20744,TIBER CREEK GROUP,80000.00,,CPI|DEF|TEC|TRD,4,artificial_intelligence|semiconductor|nvidia,NVIDIA,https://lda.gov/filings/public/filing/a1438aea-a15e-4da3-a9a8-c37d61bc3fe3/print/,lda_rules_v0
972ed586-88d9-496b-87a4-04bc69eaee49,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-15T14:50:27-05:00,2024-01,CA,,140372,"EQUINIX, INC.",Global interconnection provider,32098,"K&L GATES, LLP",40000.00,,CPI|TEC|TRD,3,data_center|data_center_operator,Equinix,https://lda.gov/filings/public/filing/972ed586-88d9-496b-87a4-04bc69eaee49/print/,lda_rules_v0
d749519b-ef67-4676-a997-9d2d58ef3692,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-16T16:08:27-05:00,2024-01,OR,,205946,LATTICE SEMICONDUCTOR,Manufacturer of high-performance programmable logic devices.,401105692,CLARK STREET ASSOCIATES,40000.00,,BUD|SCI,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/d749519b-ef67-4676-a997-9d2d58ef3692/print/,lda_rules_v0
5877a766-b4d0-4bdc-8ed7-ef8e78ec78e4,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-16T18:40:44-05:00,2024-01,TX,,205155,ADVANCED MICRO DEVICES (AMD),Semiconductor company that develops computer processors and related technologies.,400976792,FORBES-TATE,60000.00,,CPI|DEF|MAN|TAX|TEC|TRD,6,ai_word|semiconductor,Advanced Micro Devices,https://lda.gov/filings/public/filing/5877a766-b4d0-4bdc-8ed7-ef8e78ec78e4/print/,lda_rules_v0
dbd44672-c41e-4aa8-b9b1-6438333a51b8,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-16T20:50:10-05:00,2024-01,NJ,,56989,COREWEAVE,Cloud infrastructure designed to supply projects and blockchain with computer power.,400976792,FORBES-TATE,80000.00,,CPI|SCI,2,artificial_intelligence|coreweave,CoreWeave,https://lda.gov/filings/public/filing/dbd44672-c41e-4aa8-b9b1-6438333a51b8/print/,lda_rules_v0
1b02d62e-ea60-44e0-807e-6f2ab1633b24,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-16T21:15:53-05:00,2024-01,DC,,208922,SEMICONDUCTOR INDUSTRY ASSOCIATION,Advances policies that help the industry grow and unites semiconductor companies,75557,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",50000.00,,BUD|TAX,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/1b02d62e-ea60-44e0-807e-6f2ab1633b24/print/,lda_rules_v0
4feadf3a-ce0a-4167-b603-8d13a94db368,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-17T08:37:43-05:00,2024-01,DC,,206081,SEMICONDUCTOR INDUSTRY ASSOCIATION,Trade association,25306,"MILLER & CHEVALIER, CHTD",40000.00,,TAX,1,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/4feadf3a-ce0a-4167-b603-8d13a94db368/print/,lda_rules_v0
14fa853d-a37d-4b95-9bce-27294bc278e2,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-17T11:26:35-05:00,2024-01,CA,,56422,NVIDIA CORPORATION,Computer technology; semiconductor design; artificial intelligence.,293335,"THE NICKLES GROUP, LLC",80000.00,,CPI|TRD,2,artificial_intelligence|semiconductor|nvidia,NVIDIA,https://lda.gov/filings/public/filing/14fa853d-a37d-4b95-9bce-27294bc278e2/print/,lda_rules_v0
e3c229c4-5b9b-45e2-9ccd-ec702df2f059,2023,fourth_quarter,Q4Y,4th Quarter - Report (No Activity),2024-01-17T13:43:59-05:00,2024-01,CA,,137609,EQUINIX,Equinix is a company which builds world class data centers around the globe.,30906,SQUIRE PATTON BOGGS,,,,0,data_center|data_center_operator,Equinix,https://lda.gov/filings/public/filing/e3c229c4-5b9b-45e2-9ccd-ec702df2f059/print/,lda_rules_v0
cac9920e-5cfd-484a-af8d-f1599e6a6b50,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-18T08:15:40-05:00,2024-01,CA,,57428,SAMSUNG SEMICONDUCTOR INC. (SSI),Semiconductor fabrication,11195,COVINGTON & BURLING LLP,10000.00,,TAX,1,semiconductor|chipmaker,Semiconductor,https://lda.gov/filings/public/filing/cac9920e-5cfd-484a-af8d-f1599e6a6b50/print/,lda_rules_v0
722df456-7a34-4c42-a629-4e889f28e89e,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-18T10:28:24-05:00,2024-01,CA,,201583,"EQUINIX, INC.",,401104350,"EQUINIX, INC.",,320000.00,CPI|DEF|ENG|HOM|SCI|TAX|TEC,7,data_center|data_center_operator,Equinix,https://lda.gov/filings/public/filing/722df456-7a34-4c42-a629-4e889f28e89e/print/,lda_rules_v0
da1e8a17-99c7-470e-90c9-db2f97b65745,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-18T11:46:15-05:00,2024-01,OH,,56494,AMERICAN ELECTRIC POWER SERVICE CORPORATION,electric utility company,7257,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",60000.00,,TAX,1,electric_utility|power_utility,American Electric Power,https://lda.gov/filings/public/filing/da1e8a17-99c7-470e-90c9-db2f97b65745/print/,lda_rules_v0
99a8ec5b-7ead-4e0f-9436-c4ad26d00c3e,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-18T12:47:18-05:00,2024-01,TX,,208359,"DIGITAL REALTY TRUST, INC.","Global provider of data center, colocation, and interconnection solutions",39941,VENABLE LLP,30000.00,,CPI,1,data_center|data_center_operator,Digital Realty,https://lda.gov/filings/public/filing/99a8ec5b-7ead-4e0f-9436-c4ad26d00c3e/print/,lda_rules_v0
1ceb3436-22d6-478a-8b4b-6ef46dab39b5,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-18T14:10:43-05:00,2024-01,DC,,143063,SEMICONDUCTOR INDUSTRY ASSOCIATION,,34821,SEMICONDUCTOR INDUSTRY ASSOCIATION,,391000.00,BUD|DEF|ENV|IMM|LBR|SCI|TAX|TEC|TRD,9,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/1ceb3436-22d6-478a-8b4b-6ef46dab39b5/print/,lda_rules_v0
abe8c089-7d81-44ec-ab13-f2fc7803de01,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-18T17:07:06-05:00,2024-01,AZ,,53315,SEMICONDUCTOR COMPONENT INDUSTRIES LLC,Semiconductor and component manufacturer,401106546,DGA GROUP GOVERNMENT RELATIONS LLC,30000.00,,SCI,1,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/abe8c089-7d81-44ec-ab13-f2fc7803de01/print/,lda_rules_v0
5f8f518d-174c-420f-bfde-318d2db74c27,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-18T19:33:28-05:00,2024-01,FL,,201180,"NEXTERA ENERGY, INC./FLORIDA POWER AND LIGHT COMPANY",Electric Utility,401104288,BALLARD PARTNERS,30000.00,,ENG,1,electric_utility|power_utility,NextEra Energy,https://lda.gov/filings/public/filing/5f8f518d-174c-420f-bfde-318d2db74c27/print/,lda_rules_v0
9723872a-5417-4584-b9fc-c55d5399c387,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T09:49:18-05:00,2024-01,DC,,100814,NEXTERA ENERGY INC,,682,AKIN GUMP STRAUSS HAUER & FELD,80000.00,,TAX|TRD,2,electric_utility|power_utility,NextEra Energy,https://lda.gov/filings/public/filing/9723872a-5417-4584-b9fc-c55d5399c387/print/,lda_rules_v0
b1aed871-8346-4d27-9365-104d1c2756b3,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T09:53:15-05:00,2024-01,ID,,212617,"MICRON TECHNOLOGY, INC.",Semiconductor memory and storage innovation.,682,AKIN GUMP STRAUSS HAUER & FELD,70000.00,,TAX|TRD,2,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/b1aed871-8346-4d27-9365-104d1c2756b3/print/,lda_rules_v0
22a9cf33-e42b-4d39-bddc-d50640f57eab,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T10:17:57-05:00,2024-01,TX,,56169,"ADVANCED MICRO DEVICES, INC.",Semiconductor Company,284950,"MEHLMAN CONSULTING, INC.",80000.00,,CPI|TRD,2,artificial_intelligence|semiconductor,Advanced Micro Devices,https://lda.gov/filings/public/filing/22a9cf33-e42b-4d39-bddc-d50640f57eab/print/,lda_rules_v0
7776e176-d3d3-48c1-8921-37c0c5d35cce,2023,fourth_quarter,Q4Y,4th Quarter - Report (No Activity),2024-01-19T10:31:46-05:00,2024-01,CA,,58080,"OPENAI OPCO, LLC",Artificial intelligence research and deployment.,682,AKIN GUMP STRAUSS HAUER & FELD,30000.00,,,0,artificial_intelligence|openai,OpenAI,https://lda.gov/filings/public/filing/7776e176-d3d3-48c1-8921-37c0c5d35cce/print/,lda_rules_v0
aa86faca-2782-4114-bf90-aeb1b680b0a4,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T10:42:29-05:00,2024-01,DC,,179121,EDISON ELECTRIC INSTITUTE,Electric utility issues.,295053,"GRAY GLOBAL ADVISORS, LLC",60000.00,,ENG|FIN,2,electric_utility|power_utility,Edison Electric,https://lda.gov/filings/public/filing/aa86faca-2782-4114-bf90-aeb1b680b0a4/print/,lda_rules_v0
f0f32681-bbb9-476b-b7db-eca53c50658f,2023,fourth_quarter,Q4Y,4th Quarter - Report (No Activity),2024-01-19T11:19:37-05:00,2024-01,DC,,213098,COALITION OF SEMICONDUCTOR EQUIPMENT MANUFACTURERS,Production of semiconductor manufacturing and process control equipment.,682,AKIN GUMP STRAUSS HAUER & FELD,130000.00,,,0,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/f0f32681-bbb9-476b-b7db-eca53c50658f/print/,lda_rules_v0
d63f551e-b72b-4a6a-ae64-1baa69e45b74,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T13:26:29-05:00,2024-01,DC,,205733,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY (TSMC),,401105575,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY (TSMC),,540000.00,CAW|CHM|ECN|IMM|TAX|TRD,6,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/d63f551e-b72b-4a6a-ae64-1baa69e45b74/print/,lda_rules_v0
bb758216-4dc3-4178-bbc2-90c614570f97,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T15:38:02-05:00,2024-01,OH,,56027,AMERICAN ELECTRIC POWER SERVICE CORPORATION,An electric utility company in the U.S.,65191,VENN STRATEGIES,60000.00,,ENG|ENV|UTI,3,electric_utility|power_utility,American Electric Power,https://lda.gov/filings/public/filing/bb758216-4dc3-4178-bbc2-90c614570f97/print/,lda_rules_v0
322236c4-2c47-4420-aeee-5f782b4eeba3,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T17:24:19-05:00,2024-01,DC,,147594,"NEXTERA ENERGY, INC.",Electric Utility,39815,"VAN NESS FELDMAN, LLP",40000.00,,ENV|GOV|NAT|TAX|UTI,5,electric_utility|power_utility,NextEra Energy,https://lda.gov/filings/public/filing/322236c4-2c47-4420-aeee-5f782b4eeba3/print/,lda_rules_v0
c8044f69-8735-4b24-9ee1-a64c3d754857,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-19T18:04:35-05:00,2024-01,ID,,132777,"MICRON TECHNOLOGY, INC.",,25192,"MICRON TECHNOLOGY, INC.",,470000.00,BUD|EDU|ENV|SCI|TAX|TRD,6,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/c8044f69-8735-4b24-9ee1-a64c3d754857/print/,lda_rules_v0
9de318ce-9df8-4e0c-88fc-3d0f56377e4c,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-20T10:16:27-05:00,2024-01,DC,,205045,EDISON ELECTRIC INSTITUTE,General business - investor owned electric utilities,400547641,"MISSY EDWARDS STRATEGIES, LLC",30000.00,,BUD|DEF|ENG|ENV|HOM|TAX|TEC|TRA,8,electric_utility|power_utility,Edison Electric,https://lda.gov/filings/public/filing/9de318ce-9df8-4e0c-88fc-3d0f56377e4c/print/,lda_rules_v0
0b607fa4-f238-4ea6-809b-0accf6f2ba21,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-20T16:34:27-05:00,2024-01,ID,,50794,"MICRON TECHNOLOGY, INC.",High-Tech Manufacturing,400531586,"CROSSROADS STRATEGIES, LLC",60000.00,,MAN|SCI|TAX,3,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/0b607fa4-f238-4ea6-809b-0accf6f2ba21/print/,lda_rules_v0
a4eb63ab-f066-4444-a4e5-742d857942a8,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-21T11:51:40-05:00,2024-01,DC,,169807,DUKE ENERGY CORPORATION,Electric power holding company.,76992,"CGCN GROUP, LLC",60000.00,,ENV|FUE|TAX,3,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/a4eb63ab-f066-4444-a4e5-742d857942a8/print/,lda_rules_v0
a8ab3b7a-7eea-41ac-95a2-f153ddf1a9e6,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-21T18:07:44-05:00,2024-01,MN,,53986,TRUSTED SEMICONDUCTOR SOLUTIONS,Design and manufacturing of microelectronics,10800,"INNOVATIVE FEDERAL STRATEGIES, LLC",30000.00,,BUD|DEF,2,semiconductor,Semiconductor,https://lda.gov/filings/public/filing/a8ab3b7a-7eea-41ac-95a2-f153ddf1a9e6/print/,lda_rules_v0
32749936-dccd-4d14-8e5b-8b924e80d03b,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T09:32:48-05:00,2024-01,CA,,54658,EQUINIX,Equinix is a global digital infrastructure company.,308775,MONUMENT ADVOCACY,60000.00,,GOV|HOM|SCI,3,data_center|data_center_operator,Equinix,https://lda.gov/filings/public/filing/32749936-dccd-4d14-8e5b-8b924e80d03b/print/,lda_rules_v0
7d266a55-a3d4-404e-ac33-73740370f27e,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T09:45:22-05:00,2024-01,GA,,202999,"SOUTHERN COMPANY SERVICES, INC.",Energy Company,401104982,"AQUIA GROUP, LLC",30000.00,,ENG|TEC|UTI,3,electric_utility|power_utility,Southern Company,https://lda.gov/filings/public/filing/7d266a55-a3d4-404e-ac33-73740370f27e/print/,lda_rules_v0
f1b3cf6b-21d4-4f8b-a0e1-675ecb15ca9c,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T10:34:15-05:00,2024-01,CA,,54558,"ANTHROPIC, PBC",AI safety and research company,401104982,"AQUIA GROUP, LLC",50000.00,,DEF|SCI,2,artificial_intelligence|anthropic|ai_word,Anthropic,https://lda.gov/filings/public/filing/f1b3cf6b-21d4-4f8b-a0e1-675ecb15ca9c/print/,lda_rules_v0
df56f2d2-cfa0-4a3a-b9d3-7edbb4d6f607,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T11:54:22-05:00,2024-01,DC,,203313,EDISON ELECTRIC INSTITUTE,Trade Association,401105158,TOWER 19,30000.00,,BUD|ENG,2,electric_utility|power_utility,Edison Electric,https://lda.gov/filings/public/filing/df56f2d2-cfa0-4a3a-b9d3-7edbb4d6f607/print/,lda_rules_v0
a8772e62-445e-4e90-a4f5-5cc300bfad5e,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T11:55:01-05:00,2024-01,GA,,203314,"SOUTHERN COMPANY SERVICES, INC",Energy Company,401105158,TOWER 19,20000.00,,ENG,1,electric_utility|power_utility,Southern Company,https://lda.gov/filings/public/filing/a8772e62-445e-4e90-a4f5-5cc300bfad5e/print/,lda_rules_v0
c397a154-4413-4d66-bb8d-0ba5ef49e59a,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T11:59:37-05:00,2024-01,VA,,54583,"AQUIA GROUP ON BEHALF OF ANTHROPIC, PBC",Government affairs and consulting firm on behalf of AI Safety and Research Firm,401105158,TOWER 19,20000.00,,SCI,1,artificial_intelligence|anthropic|ai_word,Anthropic,https://lda.gov/filings/public/filing/c397a154-4413-4d66-bb8d-0ba5ef49e59a/print/,lda_rules_v0
84df76f0-61b3-4842-bbbf-043db2e18312,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T12:40:10-05:00,2024-01,DC,,198950,DUKE ENERGY BUSINESS SERVICES LLC,electric utility company,401103475,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",50000.00,,BUD|ENG|TAX|TRA,4,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/84df76f0-61b3-4842-bbbf-043db2e18312/print/,lda_rules_v0
13906468-f39a-4a78-83a2-b698760a8c05,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T13:39:59-05:00,2024-01,TX,,178695,"ADVANCED MICRO DEVICES, INC.",,294030,"ADVANCED MICRO DEVICES, INC.",,580000.00,SCI|TAX|TRD,3,artificial_intelligence|semiconductor,Advanced Micro Devices,https://lda.gov/filings/public/filing/13906468-f39a-4a78-83a2-b698760a8c05/print/,lda_rules_v0
31b04cb5-f48e-4535-85f7-c6627f2646c1,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T13:41:22-05:00,2024-01,TX,,178695,"ADVANCED MICRO DEVICES, INC.",,294030,"ADVANCED MICRO DEVICES, INC.",,580000.00,SCI|TAX|TRD,3,artificial_intelligence|semiconductor,Advanced Micro Devices,https://lda.gov/filings/public/filing/31b04cb5-f48e-4535-85f7-c6627f2646c1/print/,lda_rules_v0
65b5fcca-3fa2-496d-9b49-e731e826f1b6,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T13:43:10-05:00,2024-01,ID,,55341,"MICRON TECHNOLOGY, INC.",Semiconductor memory and storage innovation,401104428,"GUIDEPOSTSTRATEGIES, LLC",75000.00,,BUD,1,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/65b5fcca-3fa2-496d-9b49-e731e826f1b6/print/,lda_rules_v0
5263f8f5-bbf9-41f7-908f-0a1f2596e195,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T14:27:40-05:00,2024-01,DC,,195215,DUKE ENERGY CORPORATION,Electric power holding company.,400774330,S-3 GROUP,60000.00,,BUD|ENG|FUE|HOM|UTI,5,electric_utility|power_utility,Duke Energy,https://lda.gov/filings/public/filing/5263f8f5-bbf9-41f7-908f-0a1f2596e195/print/,lda_rules_v0
2d88ab1f-b7cc-4451-a163-7cdd7ddafaad,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T14:56:37-05:00,2024-01,DC,,201362,SOUTHERN COMPANY,electric utility company,401104313,"MILLER STRATEGIES, LLC",60000.00,,ENG,1,electric_utility|power_utility,Southern Company,https://lda.gov/filings/public/filing/2d88ab1f-b7cc-4451-a163-7cdd7ddafaad/print/,lda_rules_v0
89acbe17-7ea4-4789-b476-fbf8ecb4029c,2023,fourth_quarter,Q4,4th Quarter - Report,2024-01-22T15:05:57-05:00,2024-01,ID,,51004,"MICRON TECHNOLOGY, INC.",Provider of memory and storage systems for a broad range of applications,400774330,S-3 GROUP,60000.00,,BUD|CPI|MAN|TAX,4,semiconductor,Micron Technology,https://lda.gov/filings/public/filing/89acbe17-7ea4-4789-b476-fbf8ecb4029c/print/,lda_rules_v0
